Ensembl	Gene	Synonym	Description	Protein.class	Evidence	HPA.evidence	ENTREZID	Gene.name.HPA	myeloid DCStep
ENSG00000114126	TFDP2	 Dp-2,	"Transcription factor Dp-2"	"Cancer-related genes, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	7029	TFDP2	TF
ENSG00000114127	XRN1	 SEP1,	"5'-3' exoribonuclease 1"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	54464	XRN1	DCHighExpr
ENSG00000114209	PDCD10	 CCM3, TFAR15,	"Programmed cell death 10"	"Disease related genes, Human disease related genes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	11235	PDCD10	TopGeneInFirstStep,DCHighExpr
ENSG00000114331	ACAP2	 CENTB2, CNT-B2, KIAA0041,	"ArfGAP with coiled-coil, ankyrin repeat and PH domains 2"	"Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	23527	ACAP2	DCHighExpr
ENSG00000114395	CYB561D2	 101F6, TSP10,	"Cytochrome b561 family member D2"	"Enzymes, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	11068	CYB561D2	TopGeneInFirstStep
ENSG00000114416	FXR1	 ,	"FMR1 autosomal homolog 1"	"Disease related genes, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	8087	FXR1	DCHighExpr
ENSG00000114423	CBLB	 Cbl-b, RNF56,	"Cbl proto-oncogene B"	"Cancer-related genes, Enzymes, Metabolic proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	868	CBLB	FunctionGene
ENSG00000114439	BBX	 HBP2, HSPC339, MDS001,	"BBX high mobility group box domain containing"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	56987	BBX	TF,DCHighExpr
ENSG00000114450	GNB4	 ,	"G protein subunit beta 4"	"Disease related genes, Human disease related genes, Predicted intracellular proteins, RAS pathway related proteins"	"Evidence at protein level"	"Evidence at protein level"	59345	GNB4	CancerDExpr
ENSG00000114541	FRMD4B	 GRSP1, KIAA1013,	"FERM domain containing 4B"	"Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	23150	FRMD4B	CancerDExpr,DCHighExpr
ENSG00000114738	MAPKAPK3	 3pK, MAPKAP3, MK-3, MK3,	"MAPK activated protein kinase 3"	"Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	7867	MAPKAPK3	TopGeneInFirstStep,DCHighExpr
ENSG00000114796	KLHL24	 DRE1, FLJ20059,	"Kelch like family member 24"	"Disease related genes, Human disease related genes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	54800	KLHL24	DCHighExpr
ENSG00000114857	NKTR	 p104,	"Natural killer cell triggering receptor"	"Enzymes, Metabolic proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	4820	NKTR	DCHighExpr
ENSG00000114861	FOXP1	 12CC4, hFKH1B, HSPC215, QRF1,	"Forkhead box P1"	"Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	27086	FOXP1	TF,DCHighExpr
ENSG00000114902	SPCS1	 HSPC033, SPC1, SPC12, YJR010C-A,	"Signal peptidase complex subunit 1"	"Metabolic proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	28972	SPCS1	TopGeneInFirstStep,DCHighExpr
ENSG00000114956	DGUOK	 dGK,	"Deoxyguanosine kinase"	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	1716	DGUOK	TopGeneInFirstStep,DCHighExpr
ENSG00000115165	CYTIP	 B3-1, CASP, CYBR, CYTHIP, HE, PSCDBP,	"Cytohesin 1 interacting protein"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	9595	CYTIP	CancerDExpr,DCHighExpr
ENSG00000115204	MPV17	 SYM1,	"Mitochondrial inner membrane protein MPV17"	"Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Evidence at protein level"	"Evidence at transcript level"	4358	MPV17	TopGeneInFirstStep
ENSG00000115241	PPM1G	 PP2CG, PP2Cgamma,	"Protein phosphatase, Mg2+/Mn2+ dependent 1G"	"Enzymes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	5496	PPM1G	DCHighExpr
ENSG00000115267	IFIH1	 Hlcd, IDDM19, MDA-5, MDA5,	"Interferon induced with helicase C domain 1"	"Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	64135	IFIH1	FunctionGene
ENSG00000115271	GCA	 GCL,	Grancalcin	"Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	25801	GCA	CancerDExpr
ENSG00000115286	NDUFS7	 CI-20, FLJ45860, FLJ46880, PSST,	"NADH:ubiquinone oxidoreductase core subunit S7"	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	374291	NDUFS7	TopGeneInFirstStep,DCHighExpr
ENSG00000115307	AUP1	 ,	"AUP1 lipid droplet regulating VLDL assembly factor"	"Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	550	AUP1	TopGeneInFirstStep,DCHighExpr
ENSG00000115310	RTN4	 ASY, KIAA0886, NOGO, NSP-CL,	"Reticulon 4"	"Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	57142	RTN4	CancerDExpr,DCHighExpr
ENSG00000115339	GALNT3	 GalNAc-T3, HFTC, HHS,	"Polypeptide N-acetylgalactosaminyltransferase 3"	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	2591	GALNT3	DCHighExpr
ENSG00000115350	POLE4	 p12,	"DNA polymerase epsilon 4, accessory subunit"	"FDA approved drug targets, Metabolic proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	56655	POLE4	DCHighExpr
ENSG00000115355	CCDC88A	 APE, FLJ10392, GIV, GRDN, HkRP1, KIAA1212,	"Coiled-coil domain containing 88A"	"Disease related genes, Human disease related genes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	55704	CCDC88A	CancerDExpr,DCHighExpr
ENSG00000115365	LANCL1	 GPR69A, p40,	"LanC like 1"	"Enzymes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	10314	LANCL1	FunctionGene
ENSG00000115415	STAT1	 ISGF-3, STAT91,	"Signal transducer and activator of transcription 1"	"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	6772	STAT1	CancerDExpr,TF,FunctionGene,DCHighExpr
ENSG00000115419	GLS	 GLS1, KIAA0838,	Glutaminase	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	2744	GLS	DCHighExpr
ENSG00000115523	GNLY	 D2S69E, LAG-2, LAG2, NKG5, TLA519,	Granulysin	"Predicted intracellular proteins, Predicted secreted proteins, Transporters"	"Evidence at protein level"	"Evidence at protein level"	10578	GNLY	FunctionGene,DCHighExpr
ENSG00000115539	PDCL3	 VIAF1,	"Phosducin like 3"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	79031	PDCL3	TopGeneInFirstStep
ENSG00000115590	IL1R2	 CD121b, IL1RB,	"Interleukin 1 receptor type 2"	"Cancer-related genes, CD markers, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins"	"Evidence at protein level"	"Evidence at transcript level"	7850	IL1R2	FunctionGene
ENSG00000115604	IL18R1	 CD218a, IL-1Rrp, IL1RRP,	"Interleukin 18 receptor 1"	"CD markers, Enzymes, Plasma proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	8809	IL18R1	FunctionGene,DCHighExpr
ENSG00000115738	ID2	 bHLHb26, GIG8,	"Inhibitor of DNA binding 2"	"Cancer-related genes, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	3398	ID2	TopGeneInFirstStep,CancerDExpr,DCHighExpr
ENSG00000115756	HPCAL1	 BDR1, HLP2, VILIP-3,	"Hippocalcin like 1"	"Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	3241	HPCAL1	DCHighExpr
ENSG00000115758	ODC1	 ODC,	"Ornithine decarboxylase 1"	"Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	4953	ODC1	DCHighExpr
ENSG00000115762	PLEKHB2	 EVT2, FLJ20783,	"Pleckstrin homology domain containing B2"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	55041	PLEKHB2	CancerDExpr,DCHighExpr
ENSG00000115902	SLC1A4	 ASCT1, SATT,	"Solute carrier family 1 member 4"	"Disease related genes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted membrane proteins, Transporters"	"Evidence at protein level"	"Evidence at protein level"	6509	SLC1A4	DCHighExpr
ENSG00000115919	KYNU	 ,	Kynureninase	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	8942	KYNU	TopGeneInFirstStep,CancerDExpr
ENSG00000115935	WIPF1	 WASPIP, WIP,	"WAS/WASL interacting protein family member 1"	"Disease related genes, Human disease related genes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	7456	WIPF1	CancerDExpr,DCHighExpr
ENSG00000115956	PLEK	 P47,	Pleckstrin	"Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	5341	PLEK	TopGeneInFirstStep,CancerDExpr,DCHighExpr
ENSG00000115966	ATF2	 CRE-BP1, CREB2, HB16, TREB7,	"Activating transcription factor 2"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	1386	ATF2	TF
ENSG00000116044	NFE2L2	 NRF2,	"Nuclear factor, erythroid 2 like 2"	"Cancer-related genes, Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	4780	NFE2L2	TopGeneInFirstStep,CancerDExpr,TF,DCHighExpr
ENSG00000116161	CACYBP	 S100A6BP, SIP,	"Calcyclin binding protein"	"Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	27101	CACYBP	FunctionGene
ENSG00000116171	SCP2	 ,	"Sterol carrier protein 2"	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	6342	SCP2	TopGeneInFirstStep,DCHighExpr
ENSG00000116701	NCF2	 NOXA2, p67phox,	"Neutrophil cytosolic factor 2"	"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	4688	NCF2	TopGeneInFirstStep,CancerDExpr
ENSG00000116717	GADD45A	 DDIT1, GADD45,	"Growth arrest and DNA damage inducible alpha"	"Cancer-related genes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	1647	GADD45A	DCHighExpr
ENSG00000116731	PRDM2	 HUMHOXY1, KMT8, KMT8A, MTB-ZF, RIZ, RIZ1, RIZ2,	"PR/SET domain 2"	"Enzymes, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	7799	PRDM2	TF,DCHighExpr
ENSG00000116741	RGS2	 G0S8,	"Regulator of G protein signaling 2"	"Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	5997	RGS2	TopGeneInFirstStep,CancerDExpr,DCHighExpr
ENSG00000116747	RO60	 SSA2, TROVE2,	"Ro60, Y RNA binding protein"	"Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	6738	RO60	DCHighExpr
ENSG00000116815	CD58	 LFA3,	"CD58 molecule"	"CD markers, Human disease related genes, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	965	CD58	CancerDExpr
ENSG00000116824	CD2	 SRBC,	"CD2 molecule"	"CD markers, FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	914	CD2	TopGeneInFirstStep
ENSG00000116863	ADPRS	 ADPRHL2, ARH3, FLJ20446,	"ADP-ribosylserine hydrolase"	"Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	54936	ADPRS	TopGeneInFirstStep
ENSG00000117000	RLF	 Zn-15L, ZNF292L,	"RLF zinc finger"	"Plasma proteins, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	6018	RLF	TF
ENSG00000117010	ZNF684	 MGC27466,	"Zinc finger protein 684"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	127396	ZNF684	TF
ENSG00000117036	ETV3	 PE-1,	"ETS variant transcription factor 3"	"Plasma proteins, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	2117	ETV3	CancerDExpr,TF,DCHighExpr
ENSG00000117054	ACADM	 ACAD1, MCAD, MCADH,	"Acyl-CoA dehydrogenase medium chain"	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	34	ACADM	DCHighExpr
ENSG00000117091	CD48	 BCM1, BLAST, hCD48, mCD48, SLAMF2,	"CD48 molecule"	"CD markers, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	962	CD48	TopGeneInFirstStep,DCHighExpr
ENSG00000117139	KDM5B	 CT31, JARID1B, PLU-1, PPP1R98, RBBP2H1A,	"Lysine demethylase 5B"	"Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	10765	KDM5B	TF,DCHighExpr
ENSG00000117335	CD46	 MCP, MGC26544, MIC10, TLX, TRA2.10,	"CD46 molecule"	"Cancer-related genes, CD markers, Disease related genes, Human disease related genes, Plasma proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	4179	CD46	DCHighExpr
ENSG00000117500	TMED5	 CGI-100, p24g2, p24gamma2,	"Transmembrane p24 trafficking protein 5"	"Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	50999	TMED5	DCHighExpr
ENSG00000117616	RSRP1	 C1orf63, DJ465N24.2.1,	"Arginine and serine rich protein 1"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	57035	RSRP1	DCHighExpr
ENSG00000117620	SLC35A3	 ,	"Solute carrier family 35 member A3"	"Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters"	"Evidence at protein level"	"Evidence at transcript level"	23443	SLC35A3	DCHighExpr
ENSG00000117632	STMN1	 C1orf215, FLJ32206, Lag, LAP18, OP18, PP17, PP19, PR22, SMN,	"Stathmin 1"	"Cancer-related genes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	3925	STMN1	DCHighExpr
ENSG00000117676	RPS6KA1	 HU-1, MAPKAPK1, p90Rsk, RSK1,	"Ribosomal protein S6 kinase A1"	"Cancer-related genes, Enzymes, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	6195	RPS6KA1	TopGeneInFirstStep
ENSG00000117899	MESD	 BOCA, KIAA0081, MESDC2,	"Mesoderm development LRP chaperone"	"Disease related genes, Human disease related genes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	23184	MESD	DCHighExpr
ENSG00000117906	RCN2	 E6BP, ERC-55, ERC55, TCBP49,	"Reticulocalbin 2"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	5955	RCN2	DCHighExpr
ENSG00000118260	CREB1	 ,	"CAMP responsive element binding protein 1"	"Cancer-related genes, Disease related genes, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	1385	CREB1	TF,FunctionGene
ENSG00000118263	KLF7	 UKLF,	"Kruppel like factor 7"	"Plasma proteins, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	8609	KLF7	TF
ENSG00000118292	C1orf54	 FLJ23221,	"Chromosome 1 open reading frame 54"	"Predicted secreted proteins"	"Evidence at transcript level"	"Evidence at transcript level"	79630	C1orf54	TopGeneInFirstStep,CancerDExpr
ENSG00000118482	PHF3	 ,	"PHD finger protein 3"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	23469	PHF3	DCHighExpr
ENSG00000118495	PLAGL1	 LOT1, ZAC,	"PLAG1 like zinc finger 1"	"Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	5325	PLAGL1	TF,DCHighExpr
ENSG00000118503	TNFAIP3	 A20, OTUD7C,	"TNF alpha induced protein 3"	"Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	7128	TNFAIP3	CancerDExpr,FunctionGene,DCHighExpr
